text prompt,class name,random seed
An elegant white sports car catching attention on a bustling city street.,sports car,71553
A spotlight shining brightly on a dimly lit stage.,spotlight,98513
The spotlight illuminating a lone flower in a dark garden.,spotlight,76894
A spotlight highlighting a delicate butterfly in a meadow.,spotlight,83147
The spotlight beaming down on a lone tree in a foggy forest.,spotlight,72917
A spotlight drawing attention to a beautiful sculpture in a museum.,spotlight,85358
A brightly lit stage set for a dazzling performance.,stage,65686
A simple wooden stage waiting for the spotlight.,stage,63944
An empty stage with the promise of a captivating show to come.,stage,55407
"A grand stage adorned with curtains and lights, ready for the performers.",stage,52550
"A minimalist stage with a single microphone, inviting the next act.",stage,34260
A majestic steam locomotive chugging through the countryside.,steam locomotive,46910
A vintage steam locomotive puffing billows of steam.,steam locomotive,81471
"A powerful steam locomotive on its tracks, ready to conquer the journey.",steam locomotive,56854
A steam locomotive showcasing its splendid engineering and design.,steam locomotive,10339
A timeless steam locomotive capturing the essence of rail history.,steam locomotive,50160
A steel arch bridge crossing over a serene river.,steel arch bridge,40501
The majestic steel arch bridge connecting two distant riverbanks.,steel arch bridge,35998
A stunning steel arch bridge standing proudly against a clear blue sky.,steel arch bridge,24464
The strong and sturdy steel arch bridge spanning across a deep ravine.,steel arch bridge,87515
A picturesque scene of a steel arch bridge reflecting in calm waters.,steel arch bridge,24745
A close-up of a shiny steel drum standing tall.,steel drum,65882
A steel drum glistening under the sunlight.,steel drum,48998
An empty steel drum waiting to be played.,steel drum,290
A perfectly tuned steel drum ready to make music.,steel drum,43051
A solitary steel drum reflecting tranquility.,steel drum,5858
A close-up of a shiny stethoscope ready for use.,stethoscope,83772
A professional stethoscope resting on a clean white surface.,stethoscope,30596
The classic symbol of a doctor's profession: a stethoscope.,stethoscope,60728
A trusty stethoscope patiently waiting to help monitor health.,stethoscope,20774
A simple yet essential tool in the hands of a medical professional: a stethoscope.,stethoscope,31412
A luxurious stole draped elegantly on a chair.,stole,36724
"A stole wrapped around a mannequin's neck, adding a touch of sophistication.",stole,60452
"A stole crafted from soft fur, perfect for keeping warm on chilly evenings.",stole,64348
"A stole in vibrant colors, adding a pop of style to any outfit.",stole,71138
"A stole delicately hanging on a hanger, waiting to be worn for a special occasion.",stole,98481
"A rustic stone wall, standing tall and strong.",stone wall,38177
"A weathered stone wall, filled with timeless beauty.",stone wall,19675
"A stunning stone wall, a testament to craftsmanship.",stone wall,60753
"A peaceful scene, where a stone wall meets nature.",stone wall,53723
"A simple stone wall, quietly holding its ground.",stone wall,39589
A stopwatch resting on a wooden table.,stopwatch,32603
A silver stopwatch ticking away the seconds.,stopwatch,84564
A close-up view of a vintage stopwatch.,stopwatch,17703
A modern digital stopwatch displaying the time.,stopwatch,20795
"A stopwatch frozen in time, capturing a single moment.",stopwatch,18212
A shiny stove glowing in a modern kitchen.,stove,26805
A traditional stove reigning in a vintage-style cooking space.,stove,99955
A sleek black stove standing proudly in a contemporary home.,stove,1855
A rustic stove adding warmth to a cozy farmhouse kitchen.,stove,40371
A stainless steel stove bringing a touch of luxury to a renovated loft.,stove,55186
A silver strainer in a modern kitchen.,strainer,56145
A red strainer in a cluttered pantry.,strainer,51323
A white strainer on a marble countertop.,strainer,90300
A wooden strainer in a rustic kitchen.,strainer,55719
A colorful strainer in a playful children's toy set.,strainer,48622
A vintage streetcar navigating through a bustling city street.,streetcar,37780
A sleek red streetcar gliding along the tracks at sunset.,streetcar,60903
"A streetcar passing through a charming, tree-lined neighborhood.",streetcar,45485
A modern streetcar speeding by against a backdrop of towering skyscrapers.,streetcar,91569
A brightly-colored streetcar making its way through a vibrant and lively cityscape.,streetcar,70838
A red stretcher standing upright against a white wall.,stretcher,64245
A blue stretcher folded neatly on the floor.,stretcher,23158
An empty stretcher waiting patiently in an empty hallway.,stretcher,54925
A green stretcher propped up against a wooden fence.,stretcher,31990
A yellow stretcher laid out flat on a grassy field.,stretcher,46475
A cozy studio couch perfect for lounging and relaxing.,studio couch,58494
A stylish studio couch for modern and minimalistic living spaces.,studio couch,93923
A comfortable studio couch for afternoon naps and lazy Sundays.,studio couch,65522
A sleek studio couch adding elegance and comfort to any room.,studio couch,9951
A versatile studio couch for hosting guests or curling up with a good book.,studio couch,51002
A serene stupa standing tall against a blue sky.,stupa,3089
A beautiful stupa surrounded by lush greenery.,stupa,27041
A magnificent stupa intricately adorned with colorful decorations.,stupa,7991
A peaceful stupa reflecting in a tranquil pond.,stupa,26099
A grand stupa showcasing its exquisite architecture against a majestic mountain backdrop.,stupa,18879
A yellow submarine gracefully gliding through deep blue waters.,submarine,66265
A sleek submarine silently exploring the mysterious depths of the ocean.,submarine,656
"A mighty submarine emerging from the depths, bringing awe and wonder.",submarine,93618
"A solitary submarine sailing through calm seas, on a mission to discover the unknown.",submarine,69577
A small yellow submarine waiting patiently for its next underwater adventure.,submarine,87481
"A navy blue suit hanging on a wooden hanger, ready for a day at the office.",suit,21423
A stylish black suit lying neatly folded on a crisp white bedsheet.,suit,49832
A man in a gray suit confidently striding down a bustling city sidewalk.,suit,15423
A perfectly tailored suit jacket draped over the back of a velvet armchair.,suit,94478
A sleek charcoal suit displayed on a mannequin in a high-end boutique.,suit,84839
A beautiful sundial basking in the warm sunlight.,sundial,94919
A classic sundial standing tall against a clear blue sky.,sundial,68730
A time-tested sundial marking the passing hours.,sundial,58553
An elegant sundial casting its shadow on a sunny day.,sundial,23496
A mesmerizing sundial capturing the essence of time.,sundial,56746
A stylish pair of sunglasses gleaming in the sunlight,sunglass,54454
Sunglasses reflecting a vibrant city skyline,sunglass,12876
A sleek sunglass frame catching the light at dusk,sunglass,57745
"Sunglasses resting on a sandy beach, awaiting their next adventure",sunglass,4909
"A close-up of sunglasses, ready to shield your eyes from the bright sun.",sunglass,52083
A stylish pair of sunglasses resting on a sandy beach.,sunglasses,65995
Vibrant red sunglasses shining under a clear blue sky.,sunglasses,54806
Reflective sunglasses gleaming in the sunlight.,sunglasses,98062
Trendy sunglasses perched on top of a wooden deck.,sunglasses,15985
Classic black sunglasses gracing a table by the poolside.,sunglasses,47208
"Sunscreen bottles lined up on the beach, ready to protect your skin.",sunscreen,258
"A bright and sunny day with a single tube of sunscreen, your ultimate UV shield.",sunscreen,46384
"Close up of a tube of sunscreen, your best companion for a day in the sun.",sunscreen,2694
A single bottle of sunscreen standing tall against a backdrop of clear blue skies.,sunscreen,64821
"A tube of sunscreen, your essential tool for sun protection, lying on a beach towel.",sunscreen,95550
A majestic suspension bridge soaring above the river.,suspension bridge,93823
A stunning suspension bridge stretching across the landscape.,suspension bridge,43409
A picturesque suspension bridge connecting two points in nature.,suspension bridge,31245
An impressive suspension bridge spanning the vast wilderness.,suspension bridge,29158
A magnificent suspension bridge capturing the beauty of engineering and nature.,suspension bridge,98051
A clean swab ready for use in a medical setting.,swab,36514
A cotton swab on a sterile white background.,swab,14309
A swab covered in colorful paint for an artistic project.,swab,70906
A swab used for collecting DNA samples for forensic investigations.,swab,54915
A swab being used to clean a hard-to-reach area.,swab,57498
